基金碼,年月日,基金統編,幣別,淨值(元)
T1433B 新光美豐收平衡B,2017/12/29,42384458B,NTD,9.12
T1433C 新光美豐收平衡A$,2017/12/29,42384458C,USD,10.59
T1433D 新光美豐收平衡B$,2017/12/29,42384458D,USD,10.02
T1437A 新光全平衡A,2017/12/29,42549326A,NTD,9.95
T1437B 新光全平衡B,2017/12/29,42549326B,NTD,9.95
T1437C 新光全平衡A$,2017/12/29,42549326C,USD,9.99
T1437D 新光全平衡AC,2017/12/29,42549326D,RMB,10
T1604Y 群益亞太新趨勢平,2017/12/29,48787295,NTD,17.49
T1616Y 群益真善美,2017/12/29,17147605,NTD,17.4287
T1617Y 群益平衡王,2017/12/29,18037845,NTD,19.7902
T1618Y 群益安家,2017/12/29,29243337,NTD,23.6896
T1656A 群益中國金采A,2017/12/29,42301416A,NTD,9.0616
T1656B 群益中國金采B,2017/12/29,42301416B,NTD,8.2
T1656C 群益中國金采A$,2017/12/29,42301416C,USD,9.9829
T1656D 群益中國金采B$,2017/12/29,42301416D,USD,9.0329
T1656E 群益中國金采AC,2017/12/29,42301416E,RMB,10.1889
T1656F 群益中國金采BC,2017/12/29,42301416F,RMB,9.2194
T1659A 群益金選平衡A,2017/12/29,42440058A,NTD,10.1531
T1659B 群益金選平衡B,2017/12/29,42440058B,NTD,9.3143
T1659C 群益金選平衡A$,2017/12/29,42440058C,USD,10.7478
T1659D 群益金選平衡B$,2017/12/29,42440058D,USD,9.8624
T1659E 群益金選平衡AC,2017/12/29,42440058E,RMB,11.1773
T1659F 群益金選平衡BC,2017/12/29,42440058F,RMB,10.2528
T2121A 柏瑞中國平衡A,2017/12/29,38651312A,NTD,10.7794
T2121B 柏瑞中國平衡B,2017/12/29,38651312B,NTD,9.7985
T2121C 柏瑞中國平衡A$,2017/12/29,38651312C,USD,11.2639
T2121D 柏瑞中國平衡B$,2017/12/29,38651312D,USD,10.2329
T2121E 柏瑞中國平衡AC,2017/12/29,38651312E,RMB,12.0325
T2121F 柏瑞中國平衡BC,2017/12/29,38651312F,RMB,10.5121
T2121G 柏瑞中國平衡N,2017/12/29,38651312G,NTD,11.2163
T2121H 柏瑞中國平衡NC,2017/12/29,38651312H,RMB,12.0679
T2206Y 復華傳家,2017/12/29,17138818,NTD,21.9243
T2209Y 復華傳家二號,2017/12/29,18035945,NTD,26.8808
T2212Y 復華人生目標,2017/12/29,15742001,NTD,34.2907
T2213Y 復華全球平衡,2017/12/29,99034755A,NTD,20.16
T2214Y 復華神盾,2017/12/29,99607599,NTD,23.4491
T2217Y 復華亞太平衡,2017/12/29,48733658,NTD,14.04
T2291A 復華中新經濟平衡,2017/12/29,42303499A,NTD,11.02
T2291B 復華中新經濟平AC,2017/12/29,42303499B,RMB,11.98
T2291C 復華中新經濟平BC,2017/12/29,42303499C,RMB,11.16
T2507Y 永豐趨勢平衡,2017/12/29,14706582,NTD,45.47
T2605Y 中國信託精穩,2017/12/29,18038078,NTD,18.069
T2624A 中信入息平衡A,2017/12/29,38530388A,NTD,10.5164
T2624B 中信入息平衡B,2017/12/29,38530388B,NTD,9.3446
T2630A 中信亞太多元息A,2017/12/29,42329152A,NTD,11.3957
T2630B 中信亞太多元息B,2017/12/29,42329152B,NTD,10.52
T2639A 中信樂齡收益平A,2017/12/29,42443702A,NTD,10.71
T2639B 中信樂齡收益平B,2017/12/29,42443702B,NTD,10.5
T2639C 中信樂齡收益平A$,2017/12/29,42443702C,USD,11.22
T2639D 中信樂齡收益平B$,2017/12/29,42443702D,USD,11.03
T3204Y 野村平衡,2017/12/29,17602250,NTD,18.69
T3221Y 野村鴻利,2017/12/29,00971103,NTD,21.67
T3295A 野村多元收益平A,2017/12/29,42391084A,NTD,10.3323
T3295B 野村多元收益平B,2017/12/29,42391084B,NTD,9.3979
T3295C 野村多元收益平A$,2017/12/29,42391084C,USD,10.8344
T3295D 野村多元收益平B$,2017/12/29,42391084D,USD,9.8857
T3295E 野村多元收益平AC,2017/12/29,42391084E,RMB,11.2765
T3295F 野村多元收益平BC,2017/12/29,42391084F,RMB,10.1496
T3308Y 聯邦金鑽平衡,2017/12/29,98669575,NTD,22.9645
T3328A 聯邦太平洋平衡A,2017/12/29,38546327A,NTD,12.3144
T3328B 聯邦太平洋平衡B,2017/12/29,38546327B,NTD,11.9009
T3328C 聯邦太平洋平衡AC,2017/12/29,38546327C,RMB,12.6631
T3341A 聯邦全視界平衡A,2017/12/29,42449712A,NTD,10.4053
T3341B 聯邦全視界平衡B,2017/12/29,42449712B,NTD,10.0655
T3341C 聯邦全視界平衡AC,2017/12/29,42449712C,RMB,11.6571
T3341D 聯邦全視界平衡BC,2017/12/29,42449712D,RMB,11.2848
T3341E 聯邦全視界平衡A$,2017/12/29,42449712E,USD,11.5235
T3341F 聯邦全視界平衡B$,2017/12/29,42449712F,USD,11.1488
T3614Y 安聯全球計量,2017/12/29,48738909,NTD,12.86
T3704Y 國泰平衡,2017/12/29,18494624,NTD,27.67
T3743A 國泰全多重平衡 A,2017/12/29,38582842A,NTD,11.24
T3743B 國泰全多重平衡 B,2017/12/29,38582842B,NTD,10.17
T3743C 國泰全多重平衡A$,2017/12/29,38582842C,USD,0.4172
T3743D 國泰全多重平衡B$,2017/12/29,38582842D,USD,0.3831
T3743E 國泰全多重平衡I$,2017/12/29,38582842E,USD,0.4387
T3743F 國泰全多重平衡AA,2017/12/29,38582842F,AUD,0.4828
T3769A 國泰亞太息平衡A,2017/12/29,42331684A,NTD,11.9004
T3769B 國泰亞太息平衡B,2017/12/29,42331684B,NTD,11.0658
T3769C 國泰亞太息平衡A$,2017/12/29,42331684C,USD,0.3938
T3769D 國泰亞太息平衡B$,2017/12/29,42331684D,USD,0.3662
T3769E 國泰亞太息平衡AC,2017/12/29,42331684E,RMB,2.5571
T3769F 國泰亞太息平衡AA,2017/12/29,42331684F,AUD,0.5036
T4126A 凱基全高效平衡A,2017/12/29,42453588A,NTD,10.35
T4126B 凱基全高效平衡B,2017/12/29,42453588B,NTD,10.02
T4126C 凱基全高效平衡A$,2017/12/29,42453588C,USD,10.9701
T4332Y 華頓中國機會平衡,2017/12/29,38634406,NTD,13.3194
T4519A 富蘭亞太平衡A,2017/12/29,42407614A,NTD,10.81
T4519B 富蘭亞太平衡B,2017/12/29,42407614B,NTD,10.35
T4519C 富蘭亞太平衡A$,2017/12/29,42407614C,USD,11.32
T4519D 富蘭亞太平衡B$,2017/12/29,42407614D,USD,10.84
T4519E 富蘭亞太平衡BC,2017/12/29,42407614E,RMB,10.9
T4703Y 台新高股息平衡,2017/12/29,21719942,NTD,30.1723
T0105Y 兆豐國際萬全,2017/12/22,00971976,NTD,20.4
T0121A 兆豐大中華平衡,2017/12/22,42334401A,NTD,11.15
T0121B 兆豐大中華平衡 $,2017/12/22,42334401B,USD,12.01
T0121C 兆豐大中華平衡 C,2017/12/22,42334401C,RMB,12.23
T0320Y 第一金中概平衡,2017/12/22,99353151,NTD,22.98
T0343A 第一金全球多息 A,2017/12/22,38539992A,NTD,10.3586
T0343B 第一金全球多息 B,2017/12/22,38539992B,NTD,9.0036
T0405Y 匯豐安富,2017/12/22,00971080,NTD,25.1
T0458A 匯豐中多息平Aa,2017/12/22,38647535A,NTD,10.8268
T0458B 匯豐中多息平Bd,2017/12/22,38647535B,NTD,9.97
T0458C 匯豐中多息平AaC,2017/12/22,38647535C,RMB,11.934
T0458D 匯豐中多息平BdC,2017/12/22,38647535D,RMB,11.0415
T0458E 匯豐中多息平Aa$,2017/12/22,38647535E,USD,11.3706
T0458F 匯豐中多息平Bd$,2017/12/22,38647535F,USD,10.5541
T0479A 匯亞exJP多息平 A,2017/12/22,42443317A,NTD,10.82
T0479B 匯亞exJP多息Bd,2017/12/22,42443317B,NTD,10.67
T0479C 匯亞exJP多息BdC,2017/12/22,42443317C,RMB,11.56
T0479D 匯亞exJP多息平A$,2017/12/22,42443317D,USD,11.5
T0479E 匯亞exJP多息Bd$,2017/12/22,42443317E,USD,11.34
T0479F 匯亞exJP多息BdA,2017/12/22,42443317F,AUD,11.24
T0591A 元大中平衡 CNY,2017/12/22,31830473B,RMB,3.24
T0591Y 元大中平衡 NTD,2017/12/22,31830473A,NTD,14.77
T05A2A 元大新東協平衡,2017/12/22,42403764A,NTD,9.69
T05A2B 元大新東協平衡 $,2017/12/22,42403764B,USD,10.233
T05A3A 元大大中華豐平,2017/12/22,42451239A,NTD,11.781
T05A3B 元大大中華豐平 C,2017/12/22,42451239B,RMB,12.029
T0717Y 瀚亞理財通,2017/12/22,18036769,NTD,24.47
T0747A 瀚亞亞太豐平衡 A,2017/12/22,38621330A,NTD,10.9034
T0747B 瀚亞亞太豐平衡 B,2017/12/22,38621330B,NTD,9.3831
T0747C 瀚亞亞太豐平衡A$,2017/12/22,38621330C,USD,11.283
T0747D 瀚亞亞太豐平衡B$,2017/12/22,38621330D,USD,9.7187
T0747E 瀚亞亞太豐平衡AA,2017/12/22,38621330E,AUD,11.6642
T0747F 瀚亞亞太豐平衡BA,2017/12/22,38621330F,AUD,9.5616
T0747G 瀚亞亞太豐平衡AZ,2017/12/22,38621330G,ZAR,13.1265
T0747H 瀚亞亞太豐平衡BZ,2017/12/22,38621330H,ZAR,10.2004
T0747J 瀚亞亞太豐平衡AC,2017/12/22,38621330I,RMB,12.0093
T0747K 瀚亞亞太豐平衡BC,2017/12/22,38621330J,RMB,9.7303
T0754A 瀚亞印策收平衡A,2017/12/22,42481830A,NTD,10.08
T0754B 瀚亞印策收平衡B,2017/12/22,42481830B,NTD,10.08
T0754C 瀚亞印策收平衡B$,2017/12/22,42481830C,USD,10.1
T0754D 瀚亞印策收平衡BC,2017/12/22,42481830D,RMB,10.16
T0754E 瀚亞印策收平衡S,2017/12/22,42481830E,NTD,10.03
T0754F 瀚亞印策收平衡S$,2017/12/22,42481830F,USD,10.1
T0754G 瀚亞印策收平衡SC,2017/12/22,42481830G,RMB,10.04
T0814Y 保德信金平衡,2017/12/22,18044064,NTD,28.63
T0890A 保德信中國好平A,2017/12/22,42330171A,NTD,10.6732
T0890B 保德信中國好平B,2017/12/22,42330171B,NTD,10.0887
T0890C 保德信中國好平B$,2017/12/22,42330171C,USD,9.9655
T0890D 保德信中國好平BC,2017/12/22,42330171D,RMB,9.9833
T1114Y 摩根平衡,2017/12/22,18036846,NTD,27.4
T1117Y 摩根全球平衡,2017/12/22,99181637,NTD,15.5828
T1120A 摩根亞高息平衡 A,2017/12/22,21704027A,NTD,13.8357
T1120B 摩根亞高息平衡 B,2017/12/22,21704027B,NTD,11.1498
T1148A 摩根新興雙利A,2017/12/22,42299565A,NTD,10.1607
T1148B 摩根新興雙利B,2017/12/22,42299565B,NTD,9.0998
T1148C 摩根新興雙利B$,2017/12/22,42299565C,USD,9.5088
T1148D 摩根新興雙利BC,2017/12/22,42299565D,RMB,10.0389
T1150A 摩根中國雙息平A,2017/12/22,42319892A,NTD,13.321
T1150B 摩根中國雙息平B,2017/12/22,42319892B,NTD,12.1958
T1150C 摩根中國雙息平AC,2017/12/22,42319892C,RMB,15.0062
T1150D 摩根中國雙息平BC,2017/12/22,42319892D,RMB,13.3753
T1150E 摩根中國雙息平B$,2017/12/22,42319892E,USD,10.4639
T1207Y 華南永昌龍盈平衡,2017/12/22,18477625,NTD,25.0683
T1239A 華南多重息平衡 A,2017/12/22,38618790A,NTD,12.95
T1239B 華南多重息平衡 B,2017/12/22,38618790B,NTD,11.32
T1239C 華南多重息平衡A$,2017/12/22,38618790C,USD,13.38
T1239D 華南多重息平衡B$,2017/12/22,38618790D,USD,11.67
T1414Y 新光福運平衡,2017/12/22,99975518,NTD,16.7525
T1433A 新光美豐收平衡A,2017/12/22,42384458A,NTD,9.69
T1433B 新光美豐收平衡B,2017/12/22,42384458B,NTD,9.14
T1433C 新光美豐收平衡A$,2017/12/22,42384458C,USD,10.54
T1433D 新光美豐收平衡B$,2017/12/22,42384458D,USD,9.98
T1437A 新光全平衡A,2017/12/22,42549326A,NTD,9.97
T1437B 新光全平衡B,2017/12/22,42549326B,NTD,9.97
T1437C 新光全平衡A$,2017/12/22,42549326C,USD,9.99
T1437D 新光全平衡AC,2017/12/22,42549326D,RMB,10.02
T1604Y 群益亞太新趨勢平,2017/12/22,48787295,NTD,17.37
T1616Y 群益真善美,2017/12/22,17147605,NTD,17.2868
T1617Y 群益平衡王,2017/12/22,18037845,NTD,19.8422
T1618Y 群益安家,2017/12/22,29243337,NTD,23.8061
T1656A 群益中國金采A,2017/12/22,42301416A,NTD,9.0594
T1656B 群益中國金采B,2017/12/22,42301416B,NTD,8.198
T1656C 群益中國金采A$,2017/12/22,42301416C,USD,9.9404
T1656D 群益中國金采B$,2017/12/22,42301416D,USD,8.9945
T1656E 群益中國金采AC,2017/12/22,42301416E,RMB,10.2276
T1656F 群益中國金采BC,2017/12/22,42301416F,RMB,9.2544
T1659A 群益金選平衡A,2017/12/22,42440058A,NTD,10.1666
T1659B 群益金選平衡B,2017/12/22,42440058B,NTD,9.3267
T1659C 群益金選平衡A$,2017/12/22,42440058C,USD,10.7349
T1659D 群益金選平衡B$,2017/12/22,42440058D,USD,9.8506
T1659E 群益金選平衡AC,2017/12/22,42440058E,RMB,11.1771
T1659F 群益金選平衡BC,2017/12/22,42440058F,RMB,10.2526
T2121A 柏瑞中國平衡A,2017/12/22,38651312A,NTD,10.7471
T2121B 柏瑞中國平衡B,2017/12/22,38651312B,NTD,9.7692
T2121C 柏瑞中國平衡A$,2017/12/22,38651312C,USD,11.194
T2121D 柏瑞中國平衡B$,2017/12/22,38651312D,USD,10.1693
T2121E 柏瑞中國平衡AC,2017/12/22,38651312E,RMB,11.9611
T2121F 柏瑞中國平衡BC,2017/12/22,38651312F,RMB,10.4498
T2121G 柏瑞中國平衡N,2017/12/22,38651312G,NTD,11.1827
T2121H 柏瑞中國平衡NC,2017/12/22,38651312H,RMB,11.9963
T2206Y 復華傳家,2017/12/22,17138818,NTD,22.0085
T2209Y 復華傳家二號,2017/12/22,18035945,NTD,27.0046
T2212Y 復華人生目標,2017/12/22,15742001,NTD,34.5741
T2213Y 復華全球平衡,2017/12/22,99034755A,NTD,20.04
T2214Y 復華神盾,2017/12/22,99607599,NTD,23.6631
T2217Y 復華亞太平衡,2017/12/22,48733658,NTD,14.11
T2291A 復華中新經濟平衡,2017/12/22,42303499A,NTD,11.04
T2291B 復華中新經濟平AC,2017/12/22,42303499B,RMB,12.08
T2291C 復華中新經濟平BC,2017/12/22,42303499C,RMB,11.25
T2507Y 永豐趨勢平衡,2017/12/22,14706582,NTD,45.61
T2605Y 中國信託精穩,2017/12/22,18038078,NTD,17.8421
T2624A 中信入息平衡A,2017/12/22,38530388A,NTD,10.4953
T2624B 中信入息平衡B,2017/12/22,38530388B,NTD,9.3259
T2630A 中信亞太多元息A,2017/12/22,42329152A,NTD,11.3569
T2630B 中信亞太多元息B,2017/12/22,42329152B,NTD,10.4842
T2639A 中信樂齡收益平A,2017/12/22,42443702A,NTD,10.74
T2639B 中信樂齡收益平B,2017/12/22,42443702B,NTD,10.55
T2639C 中信樂齡收益平A$,2017/12/22,42443702C,USD,11.21
T2639D 中信樂齡收益平B$,2017/12/22,42443702D,USD,11.02
T3204Y 野村平衡,2017/12/22,17602250,NTD,18.61
T3221Y 野村鴻利,2017/12/22,00971103,NTD,21.6
T3295A 野村多元收益平A,2017/12/22,42391084A,NTD,10.3379
T3295B 野村多元收益平B,2017/12/22,42391084B,NTD,9.4038
T3295C 野村多元收益平A$,2017/12/22,42391084C,USD,10.8195
T3295D 野村多元收益平B$,2017/12/22,42391084D,USD,9.8721
T3295E 野村多元收益平AC,2017/12/22,42391084E,RMB,11.2589
T3295F 野村多元收益平BC,2017/12/22,42391084F,RMB,10.1341
T3308Y 聯邦金鑽平衡,2017/12/22,98669575,NTD,22.7171
T3328A 聯邦太平洋平衡A,2017/12/22,38546327A,NTD,12.2975
T3328B 聯邦太平洋平衡B,2017/12/22,38546327B,NTD,11.8847
T3328C 聯邦太平洋平衡AC,2017/12/22,38546327C,RMB,12.6916
T3341A 聯邦全視界平衡A,2017/12/22,42449712A,NTD,10.3751
T3341B 聯邦全視界平衡B,2017/12/22,42449712B,NTD,10.0363
T3341C 聯邦全視界平衡AC,2017/12/22,42449712C,RMB,11.5807
T3341D 聯邦全視界平衡BC,2017/12/22,42449712D,RMB,11.2146
T3341E 聯邦全視界平衡A$,2017/12/22,42449712E,USD,11.4514
T3341F 聯邦全視界平衡B$,2017/12/22,42449712F,USD,11.079
T3614Y 安聯全球計量,2017/12/22,48738909,NTD,12.84
T3704Y 國泰平衡,2017/12/22,18494624,NTD,27.54
T3743A 國泰全多重平衡 A,2017/12/22,38582842A,NTD,11.23
T3743B 國泰全多重平衡 B,2017/12/22,38582842B,NTD,10.16
T3743C 國泰全多重平衡A$,2017/12/22,38582842C,USD,0.4156
T3743D 國泰全多重平衡B$,2017/12/22,38582842D,USD,0.3816
T3743E 國泰全多重平衡I$,2017/12/22,38582842E,USD,0.4369
T3743F 國泰全多重平衡AA,2017/12/22,38582842F,AUD,0.488
T3769A 國泰亞太息平衡A,2017/12/22,42331684A,NTD,11.9166
T3769B 國泰亞太息平衡B,2017/12/22,42331684B,NTD,11.0807
T3769C 國泰亞太息平衡A$,2017/12/22,42331684C,USD,0.393
T3769D 國泰亞太息平衡B$,2017/12/22,42331684D,USD,0.3654
T3769E 國泰亞太息平衡AC,2017/12/22,42331684E,RMB,2.5713
T3769F 國泰亞太息平衡AA,2017/12/22,42331684F,AUD,0.5099
T4126A 凱基全高效平衡A,2017/12/22,42453588A,NTD,10.37
T4126B 凱基全高效平衡B,2017/12/22,42453588B,NTD,10.05
T4126C 凱基全高效平衡A$,2017/12/22,42453588C,USD,10.953
T4519A 富蘭亞太平衡A,2017/12/22,42407614A,NTD,10.75
T4519B 富蘭亞太平衡B,2017/12/22,42407614B,NTD,10.3
T4519C 富蘭亞太平衡A$,2017/12/22,42407614C,USD,11.23
T4519D 富蘭亞太平衡B$,2017/12/22,42407614D,USD,10.75
T4519E 富蘭亞太平衡BC,2017/12/22,42407614E,RMB,10.84
T4703Y 台新高股息平衡,2017/12/22,21719942,NTD,29.9089
T0105Y 兆豐國際萬全,2017/12/15,00971976,NTD,20.13
T0121A 兆豐大中華平衡,2017/12/15,42334401A,NTD,10.85
T0121B 兆豐大中華平衡 $,2017/12/15,42334401B,USD,11.68
T0121C 兆豐大中華平衡 C,2017/12/15,42334401C,RMB,11.95
T0320Y 第一金中概平衡,2017/12/15,99353151,NTD,22.91
T0343A 第一金全球多息 A,2017/12/15,38539992A,NTD,10.376
T0343B 第一金全球多息 B,2017/12/15,38539992B,NTD,9.0188
T0405Y 匯豐安富,2017/12/15,00971080,NTD,25
T0458A 匯豐中多息平Aa,2017/12/15,38647535A,NTD,10.6985
T0458B 匯豐中多息平Bd,2017/12/15,38647535B,NTD,9.8518
T0458C 匯豐中多息平AaC,2017/12/15,38647535C,RMB,11.8531
T0458D 匯豐中多息平BdC,2017/12/15,38647535D,RMB,10.9751
T0458E 匯豐中多息平Aa$,2017/12/15,38647535E,USD,11.2268
T0458F 匯豐中多息平Bd$,2017/12/15,38647535F,USD,10.4195
T0479A 匯亞exJP多息平 A,2017/12/15,42443317A,NTD,10.79
T0479B 匯亞exJP多息Bd,2017/12/15,42443317B,NTD,10.64
T0479C 匯亞exJP多息BdC,2017/12/15,42443317C,RMB,11.51
T0479D 匯亞exJP多息平A$,2017/12/15,42443317D,USD,11.45
T0479E 匯亞exJP多息Bd$,2017/12/15,42443317E,USD,11.3
T0479F 匯亞exJP多息BdA,2017/12/15,42443317F,AUD,11.08
T0591A 元大中平衡 CNY,2017/12/15,31830473B,RMB,3.17
T0591Y 元大中平衡 NTD,2017/12/15,31830473A,NTD,14.37
T05A2A 元大新東協平衡,2017/12/15,42403764A,NTD,9.64
T05A2B 元大新東協平衡 $,2017/12/15,42403764B,USD,10.172
T05A3A 元大大中華豐平,2017/12/15,42451239A,NTD,11.511
T05A3B 元大大中華豐平 C,2017/12/15,42451239B,RMB,11.817
T0717Y 瀚亞理財通,2017/12/15,18036769,NTD,24.09
T0747A 瀚亞亞太豐平衡 A,2017/12/15,38621330A,NTD,10.8626
T0747B 瀚亞亞太豐平衡 B,2017/12/15,38621330B,NTD,9.348
T0747C 瀚亞亞太豐平衡A$,2017/12/15,38621330C,USD,11.2329
T0747D 瀚亞亞太豐平衡B$,2017/12/15,38621330D,USD,9.6756
T0747E 瀚亞亞太豐平衡AA,2017/12/15,38621330E,AUD,11.6258
T0747F 瀚亞亞太豐平衡BA,2017/12/15,38621330F,AUD,9.5302
T0747G 瀚亞亞太豐平衡AZ,2017/12/15,38621330G,ZAR,13.6403
T0747H 瀚亞亞太豐平衡BZ,2017/12/15,38621330H,ZAR,10.5978
T0747J 瀚亞亞太豐平衡AC,2017/12/15,38621330I,RMB,11.981
T0747K 瀚亞亞太豐平衡BC,2017/12/15,38621330J,RMB,9.7078
T0754A 瀚亞印策收平衡A,2017/12/15,42481830A,NTD,10.06
T0754B 瀚亞印策收平衡B,2017/12/15,42481830B,NTD,10.06
T0754C 瀚亞印策收平衡B$,2017/12/15,42481830C,USD,10.07
T0754D 瀚亞印策收平衡BC,2017/12/15,42481830D,RMB,10.18
T0754E 瀚亞印策收平衡S,2017/12/15,42481830E,NTD,10.01
T0754F 瀚亞印策收平衡S$,2017/12/15,42481830F,USD,10.07
T0754G 瀚亞印策收平衡SC,2017/12/15,42481830G,RMB,10.06
T0814Y 保德信金平衡,2017/12/15,18044064,NTD,28.57
T0890A 保德信中國好平A,2017/12/15,42330171A,NTD,10.4821
T0890B 保德信中國好平B,2017/12/15,42330171B,NTD,9.9329
T0890C 保德信中國好平B$,2017/12/15,42330171C,USD,9.8122
T0890D 保德信中國好平BC,2017/12/15,42330171D,RMB,9.8274
T1114Y 摩根平衡,2017/12/15,18036846,NTD,27.25
T1117Y 摩根全球平衡,2017/12/15,99181637,NTD,15.4982
T1120A 摩根亞高息平衡 A,2017/12/15,21704027A,NTD,13.7558
T1120B 摩根亞高息平衡 B,2017/12/15,21704027B,NTD,11.0854
T1148A 摩根新興雙利A,2017/12/15,42299565A,NTD,10.057
T1148B 摩根新興雙利B,2017/12/15,42299565B,NTD,9.0069
T1148C 摩根新興雙利B$,2017/12/15,42299565C,USD,9.4049
T1148D 摩根新興雙利BC,2017/12/15,42299565D,RMB,9.9458
T1150A 摩根中國雙息平A,2017/12/15,42319892A,NTD,12.9978
T1150B 摩根中國雙息平B,2017/12/15,42319892B,NTD,11.8998
T1150C 摩根中國雙息平AC,2017/12/15,42319892C,RMB,14.6925
T1150D 摩根中國雙息平BC,2017/12/15,42319892D,RMB,13.0954
T1150E 摩根中國雙息平B$,2017/12/15,42319892E,USD,10.2028
T1207Y 華南永昌龍盈平衡,2017/12/15,18477625,NTD,25.2511
T1239A 華南多重息平衡 A,2017/12/15,38618790A,NTD,12.92
T1239B 華南多重息平衡 B,2017/12/15,38618790B,NTD,11.29
T1239C 華南多重息平衡A$,2017/12/15,38618790C,USD,13.34
T1239D 華南多重息平衡B$,2017/12/15,38618790D,USD,11.64
T1414Y 新光福運平衡,2017/12/15,99975518,NTD,16.6977
T1433A 新光美豐收平衡A,2017/12/15,42384458A,NTD,9.79
T1433B 新光美豐收平衡B,2017/12/15,42384458B,NTD,9.24
T1433C 新光美豐收平衡A$,2017/12/15,42384458C,USD,10.62
T1433D 新光美豐收平衡B$,2017/12/15,42384458D,USD,10.05
T1437A 新光全平衡A,2017/12/15,42549326A,NTD,9.99
T1437B 新光全平衡B,2017/12/15,42549326B,NTD,9.99
T1437C 新光全平衡A$,2017/12/15,42549326C,USD,9.99
T1437D 新光全平衡AC,2017/12/15,42549326D,RMB,10.01
T1604Y 群益亞太新趨勢平,2017/12/15,48787295,NTD,17.22
T1616Y 群益真善美,2017/12/15,17147605,NTD,17.2181
T1617Y 群益平衡王,2017/12/15,18037845,NTD,19.8194
T1618Y 群益安家,2017/12/15,29243337,NTD,23.5759
T1656A 群益中國金采A,2017/12/15,42301416A,NTD,9.0215
T1656B 群益中國金采B,2017/12/15,42301416B,NTD,8.1637
T1656C 群益中國金采A$,2017/12/15,42301416C,USD,9.8909
T1656D 群益中國金采B$,2017/12/15,42301416D,USD,8.9497
T1656E 群益中國金采AC,2017/12/15,42301416E,RMB,10.2321
T1656F 群益中國金采BC,2017/12/15,42301416F,RMB,9.2584
T1659A 群益金選平衡A,2017/12/15,42440058A,NTD,10.1821
T1659B 群益金選平衡B,2017/12/15,42440058B,NTD,9.3409
T1659C 群益金選平衡A$,2017/12/15,42440058C,USD,10.7447
T1659D 群益金選平衡B$,2017/12/15,42440058D,USD,9.8596
T1659E 群益金選平衡AC,2017/12/15,42440058E,RMB,11.1921
T1659F 群益金選平衡BC,2017/12/15,42440058F,RMB,10.2667
T2121A 柏瑞中國平衡A,2017/12/15,38651312A,NTD,10.6188
T2121B 柏瑞中國平衡B,2017/12/15,38651312B,NTD,9.6525
T2121C 柏瑞中國平衡A$,2017/12/15,38651312C,USD,11.0512
T2121D 柏瑞中國平衡B$,2017/12/15,38651312D,USD,10.0396
T2121E 柏瑞中國平衡AC,2017/12/15,38651312E,RMB,11.8128
T2121F 柏瑞中國平衡BC,2017/12/15,38651312F,RMB,10.3202
T2121G 柏瑞中國平衡N,2017/12/15,38651312G,NTD,11.0491
T2121H 柏瑞中國平衡NC,2017/12/15,38651312H,RMB,11.8476
T2206Y 復華傳家,2017/12/15,17138818,NTD,21.6939
T2209Y 復華傳家二號,2017/12/15,18035945,NTD,26.513
T2212Y 復華人生目標,2017/12/15,15742001,NTD,33.8471
T2213Y 復華全球平衡,2017/12/15,99034755A,NTD,19.79
T2214Y 復華神盾,2017/12/15,99607599,NTD,23.1976
T2217Y 復華亞太平衡,2017/12/15,48733658,NTD,13.93
T2291A 復華中新經濟平衡,2017/12/15,42303499A,NTD,10.86
T2291B 復華中新經濟平AC,2017/12/15,42303499B,RMB,11.95
T2291C 復華中新經濟平BC,2017/12/15,42303499C,RMB,11.13
T2507Y 永豐趨勢平衡,2017/12/15,14706582,NTD,45.06
T2605Y 中國信託精穩,2017/12/15,18038078,NTD,17.6222
T2624A 中信入息平衡A,2017/12/15,38530388A,NTD,10.3927
T2624B 中信入息平衡B,2017/12/15,38530388B,NTD,9.2346
